NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BIOCARTA_GRANULOCYTES_PATHWAY	15		Rejected!	
BIOCARTA_LYM_PATHWAY	14		Rejected!	
BIOCARTA_BLYMPHOCYTE_PATHWAY	14		Rejected!	
BIOCARTA_CARM_ER_PATHWAY	26		Rejected!	
BIOCARTA_LAIR_PATHWAY	17		Rejected!	
BIOCARTA_VDR_PATHWAY	24	18		
BIOCARTA_MTA3_PATHWAY	18		Rejected!	
BIOCARTA_GABA_PATHWAY	10		Rejected!	
BIOCARTA_EGFR_SMRTE_PATHWAY	11		Rejected!	
BIOCARTA_MONOCYTE_PATHWAY	11		Rejected!	
BIOCARTA_RARRXR_PATHWAY	7		Rejected!	
BIOCARTA_NUCLEARRS_PATHWAY	34		Rejected!	
BIOCARTA_RANMS_PATHWAY	10		Rejected!	
BIOCARTA_TEL_PATHWAY	17		Rejected!	
BIOCARTA_SARS_PATHWAY	7		Rejected!	
BIOCARTA_PDZS_PATHWAY	18		Rejected!	
BIOCARTA_RACC_PATHWAY	15		Rejected!	
BIOCARTA_EICOSANOID_PATHWAY	22		Rejected!	
BIOCARTA_CHREBP_PATHWAY	19		Rejected!	
BIOCARTA_LIS1_PATHWAY	19		Rejected!	
BIOCARTA_HSWI_SNF_PATHWAY	12		Rejected!	
BIOCARTA_PCAF_PATHWAY	13		Rejected!	
BIOCARTA_LYMPHOCYTE_PATHWAY	9		Rejected!	
BIOCARTA_AMAN_PATHWAY	15		Rejected!	
BIOCARTA_NEUTROPHIL_PATHWAY	8		Rejected!	
BIOCARTA_EFP_PATHWAY	16		Rejected!	
BIOCARTA_CREM_PATHWAY	6		Rejected!	
BIOCARTA_ERAD_PATHWAY	19		Rejected!	
BIOCARTA_BTG2_PATHWAY	11		Rejected!	
BIOCARTA_TERT_PATHWAY	8		Rejected!	
BIOCARTA_GHRELIN_PATHWAY	13		Rejected!	
BIOCARTA_VOBESITY_PATHWAY	8		Rejected!	
BIOCARTA_ERBB3_PATHWAY	5		Rejected!	
BIOCARTA_CTBP1_PATHWAY	8		Rejected!	
BIOCARTA_PRION_PATHWAY	12		Rejected!	
BIOCARTA_PLK3_PATHWAY	8		Rejected!	
BIOCARTA_FXR_PATHWAY	7		Rejected!	
BIOCARTA_MHC_PATHWAY	14		Rejected!	
BIOCARTA_ACETAMINOPHEN_PATHWAY	5		Rejected!	
BIOCARTA_PRC2_PATHWAY	14		Rejected!	
BIOCARTA_SM_PATHWAY	14		Rejected!	
BIOCARTA_RANBP2_PATHWAY	11		Rejected!	
BIOCARTA_IRES_PATHWAY	7		Rejected!	
BIOCARTA_PLC_PATHWAY	9		Rejected!	
BIOCARTA_BBCELL_PATHWAY	11		Rejected!	
BIOCARTA_CDC25_PATHWAY	9		Rejected!	
BIOCARTA_DSP_PATHWAY	9		Rejected!	
BIOCARTA_NPC_PATHWAY	11		Rejected!	
BIOCARTA_FLUMAZENIL_PATHWAY	9		Rejected!	
BIOCARTA_MELANOCYTE_PATHWAY	7		Rejected!	
BIOCARTA_S1P_PATHWAY	8		Rejected!	
BIOCARTA_HBX_PATHWAY	7		Rejected!	
BIOCARTA_MALATEX_PATHWAY	8		Rejected!	
BIOCARTA_TSP1_PATHWAY	7		Rejected!	
BIOCARTA_NPP1_PATHWAY	10		Rejected!	
BIOCARTA_CPSF_PATHWAY	10		Rejected!	
BIOCARTA_HES_PATHWAY	12		Rejected!	
BIOCARTA_ERBB4_PATHWAY	7		Rejected!	
BIOCARTA_RHODOPSIN_PATHWAY	11		Rejected!	
BIOCARTA_RNAPOL3_PATHWAY	7		Rejected!	
BIOCARTA_TERC_PATHWAY	6		Rejected!	
BIOCARTA_EOSINOPHILS_PATHWAY	11		Rejected!	
BIOCARTA_REELIN_PATHWAY	7		Rejected!	
BIOCARTA_BARD1_PATHWAY	8		Rejected!	
BIOCARTA_LDL_PATHWAY	6		Rejected!	
BIOCARTA_SAM68_PATHWAY	6		Rejected!	
BIOCARTA_FBW7_PATHWAY	9		Rejected!	
BIOCARTA_CB1R_PATHWAY	7		Rejected!	
BIOCARTA_SUMO_PATHWAY	6		Rejected!	
BIOCARTA_IFNA_PATHWAY	9		Rejected!	
BIOCARTA_PKC_PATHWAY	7		Rejected!	
BIOCARTA_PPARG_PATHWAY	8		Rejected!	
BIOCARTA_ION_PATHWAY	5		Rejected!	
BIOCARTA_PELP1_PATHWAY	6		Rejected!	
BIOCARTA_STAT3_PATHWAY	8		Rejected!	
BIOCARTA_EEA1_PATHWAY	7		Rejected!	
BIOCARTA_MITR_PATHWAY	5		Rejected!	
BIOCARTA_CIRCADIAN_PATHWAY	6		Rejected!	
BIOCARTA_RECK_PATHWAY	9		Rejected!	
BIOCARTA_MSP_PATHWAY	6		Rejected!	
BIOCARTA_SLRP_PATHWAY	6		Rejected!	
BIOCARTA_ALTERNATIVE_PATHWAY	9		Rejected!	
BIOCARTA_FOSB_PATHWAY	5		Rejected!	
BIOCARTA_NOTCH_PATHWAY	6		Rejected!	
BIOCARTA_TUBBY_PATHWAY	5		Rejected!	
BIOCARTA_MRP_PATHWAY	6		Rejected!	
BIOCARTA_DICER_PATHWAY	5		Rejected!	
BIOCARTA_PLCD_PATHWAY	5		Rejected!	
BIOCARTA_RAN_PATHWAY	5		Rejected!	
BIOCARTA_WNT_LRP6_PATHWAY	6		Rejected!	
BIOCARTA_PEPI_PATHWAY	8		Rejected!	
BIOCARTA_IFNG_PATHWAY	6		Rejected!	
BIOCARTA_BOTULIN_PATHWAY	5		Rejected!	
BIOCARTA_FEEDER_PATHWAY	9		Rejected!	
BIOCARTA_PROTEASOME_PATHWAY	19		Rejected!	
BIOCARTA_KREB_PATHWAY	8		Rejected!	
BIOCARTA_RELA_PATHWAY	15		Rejected!	
BIOCARTA_NO1_PATHWAY	28		Rejected!	
BIOCARTA_CSK_PATHWAY	22		Rejected!	
BIOCARTA_SRCRPTP_PATHWAY	11		Rejected!	
BIOCARTA_AMI_PATHWAY	20		Rejected!	
BIOCARTA_ARAP_PATHWAY	17		Rejected!	
BIOCARTA_AGR_PATHWAY	33	15		
BIOCARTA_AKAP95_PATHWAY	11		Rejected!	
BIOCARTA_AKT_PATHWAY	22		Rejected!	
BIOCARTA_ALK_PATHWAY	37		Rejected!	
BIOCARTA_AT1R_PATHWAY	27		Rejected!	
BIOCARTA_ACE2_PATHWAY	13		Rejected!	
BIOCARTA_ASBCELL_PATHWAY	15		Rejected!	
BIOCARTA_DNAFRAGMENT_PATHWAY	10		Rejected!	
BIOCARTA_CHEMICAL_PATHWAY	18		Rejected!	
BIOCARTA_SPPA_PATHWAY	16		Rejected!	
BIOCARTA_ATM_PATHWAY	20		Rejected!	
BIOCARTA_AGPCR_PATHWAY	11		Rejected!	
BIOCARTA_BCELLSURVIVAL_PATHWAY	15		Rejected!	
BIOCARTA_BCR_PATHWAY	33		Rejected!	
BIOCARTA_BIOPEPTIDES_PATHWAY	29	15		
BIOCARTA_RANKL_PATHWAY	14		Rejected!	
BIOCARTA_CACAM_PATHWAY	9		Rejected!	
BIOCARTA_CDMAC_PATHWAY	16		Rejected!	
BIOCARTA_CASPASE_PATHWAY	22		Rejected!	
BIOCARTA_CBL_PATHWAY	12		Rejected!	
BIOCARTA_CCR3_PATHWAY	19		Rejected!	
BIOCARTA_CD40_PATHWAY	15		Rejected!	
BIOCARTA_MCM_PATHWAY	18		Rejected!	
BIOCARTA_G1_PATHWAY	28		Rejected!	
BIOCARTA_G2_PATHWAY	24		Rejected!	
BIOCARTA_CELL2CELL_PATHWAY	12		Rejected!	
BIOCARTA_CERAMIDE_PATHWAY	21		Rejected!	
BIOCARTA_TID_PATHWAY	19		Rejected!	
BIOCARTA_CLASSIC_PATHWAY	15		Rejected!	
BIOCARTA_COMP_PATHWAY	20		Rejected!	
BIOCARTA_HDAC_PATHWAY	25		Rejected!	
BIOCARTA_GCR_PATHWAY	17		Rejected!	
BIOCARTA_CTCF_PATHWAY	24		Rejected!	
BIOCARTA_CTL_PATHWAY	13		Rejected!	
BIOCARTA_CXCR4_PATHWAY	19		Rejected!	
BIOCARTA_CELLCYCLE_PATHWAY	23		Rejected!	
BIOCARTA_CFTR_PATHWAY	11		Rejected!	
BIOCARTA_CYTOKINE_PATHWAY	19		Rejected!	
BIOCARTA_INFLAM_PATHWAY	29		Rejected!	
BIOCARTA_D4GDI_PATHWAY	12		Rejected!	
BIOCARTA_DC_PATHWAY	17		Rejected!	
BIOCARTA_P35ALZHEIMERS_PATHWAY	8		Rejected!	
BIOCARTA_RNA_PATHWAY	10		Rejected!	
BIOCARTA_SKP2E2F_PATHWAY	10		Rejected!	
BIOCARTA_CALCINEURIN_PATHWAY	18		Rejected!	
BIOCARTA_EGF_PATHWAY	27	16		
BIOCARTA_ETC_PATHWAY	10		Rejected!	
BIOCARTA_NDKDYNAMIN_PATHWAY	17		Rejected!	
BIOCARTA_EPHA4_PATHWAY	8		Rejected!	
BIOCARTA_EPO_PATHWAY	19		Rejected!	
BIOCARTA_ECM_PATHWAY	19		Rejected!	
BIOCARTA_ERK_PATHWAY	27		Rejected!	
BIOCARTA_ERYTH_PATHWAY	15		Rejected!	
BIOCARTA_EPONFKB_PATHWAY	11		Rejected!	
BIOCARTA_EIF_PATHWAY	16		Rejected!	
BIOCARTA_EXTRINSIC_PATHWAY	13		Rejected!	
BIOCARTA_FAS_PATHWAY	30		Rejected!	
BIOCARTA_FCER1_PATHWAY	39		Rejected!	
BIOCARTA_FIBRINOLYSIS_PATHWAY	12		Rejected!	
BIOCARTA_FMLP_PATHWAY	34		Rejected!	
BIOCARTA_FREE_PATHWAY	10		Rejected!	
BIOCARTA_GATA3_PATHWAY	14		Rejected!	
BIOCARTA_SET_PATHWAY	10		Rejected!	
BIOCARTA_GH_PATHWAY	27		Rejected!	
BIOCARTA_AHSP_PATHWAY	13		Rejected!	
BIOCARTA_TCAPOPTOSIS_PATHWAY	9		Rejected!	
BIOCARTA_HIVNEF_PATHWAY	56	28		
BIOCARTA_SALMONELLA_PATHWAY	5		Rejected!	
BIOCARTA_MPR_PATHWAY	21		Rejected!	
BIOCARTA_HCMV_PATHWAY	17		Rejected!	
BIOCARTA_P53HYPOXIA_PATHWAY	21		Rejected!	
BIOCARTA_HIF_PATHWAY	15		Rejected!	
BIOCARTA_IGF1_PATHWAY	21		Rejected!	
BIOCARTA_IL17_PATHWAY	15		Rejected!	
BIOCARTA_IL2_PATHWAY	22		Rejected!	
BIOCARTA_IL3_PATHWAY	15		Rejected!	
BIOCARTA_IL4_PATHWAY	11		Rejected!	
BIOCARTA_IL5_PATHWAY	13		Rejected!	
BIOCARTA_IL6_PATHWAY	21		Rejected!	
BIOCARTA_IL10_PATHWAY	13		Rejected!	
BIOCARTA_IL12_PATHWAY	19		Rejected!	
BIOCARTA_IL2RB_PATHWAY	37	18		
BIOCARTA_IL22BP_PATHWAY	9		Rejected!	
BIOCARTA_IL7_PATHWAY	16		Rejected!	
BIOCARTA_GSK3_PATHWAY	20		Rejected!	
BIOCARTA_DEATH_PATHWAY	29		Rejected!	
BIOCARTA_RACCYCD_PATHWAY	26	15		
BIOCARTA_GLEEVEC_PATHWAY	23		Rejected!	
BIOCARTA_INSULIN_PATHWAY	21		Rejected!	
BIOCARTA_INTEGRIN_PATHWAY	34	22		
BIOCARTA_INTRINSIC_PATHWAY	23		Rejected!	
BIOCARTA_KERATINOCYTE_PATHWAY	46	16		
BIOCARTA_TCRA_PATHWAY	14		Rejected!	
BIOCARTA_LECTIN_PATHWAY	13		Rejected!	
BIOCARTA_PYK2_PATHWAY	27	16		
BIOCARTA_MAPK_PATHWAY	81	38		
BIOCARTA_MCALPAIN_PATHWAY	19		Rejected!	
